aaron,ˈɛɹən
republicans,ɹiˈpəbɫəkənz
reputation,ˌɹɛpjəˈteɪʃən
request,ɹiˈkwɛst
requested,ɹiˈkwɛstɪd
requesting,ɹiˈkwɛstɪŋ
requests,ɹiˈkwɛs
require,ˌɹiˈkwaɪɝ
required,ɹiˈkwaɪɝd
requirement,ɹɪˈkwaɪɹmənt
requirements,ɹɪˈkwaɪɹmənts
requires,ɹiˈkwaɪɝz
requiring,ɹiˈkwaɪɝɪŋ
rescue,ˈɹɛskju
research,ˈɹisɝtʃ
researcher,ˈɹisɝtʃɝ
researchers,ˈɹisɝtʃɝz
reseller,ɹiˈsɛɫɝ
reservation,ˌɹɛzɝˈveɪʃən
reservations,ˌɹɛzɝˈveɪʃənz
reserve,ɹiˈzɝv
reserved,ɹiˈzɝvd
reserves,ɹiˈzɝvz
reservoir,ˈɹɛzəvˌwɑɹ
reset,ˈɹisɛt
residence,ˈɹɛzɪdəns
resident,ˈɹɛzɪdənt
residential,ˌɹɛzɪˈdɛnʃəɫ
residents,ˈɹɛzɪdənts
resist,ɹiˈzɪst
resistance,ɹiˈzɪstəns
resistant,ɹiˈzɪstənt
resolution,ˌɹɛzəˈɫuʃən
resolutions,ˌɹɛzəˈɫuʃənz
resolve,ɹiˈzɑɫv
resolved,ɹiˈzɑɫvd
resort,ɹiˈsɔɹt
resorts,ɹiˈsɔɹts
resource,ˈɹisɔɹs
resources,ˈɹisɔɹsɪz
respect,ɹiˈspɛkt
respected,ɹiˈspɛktɪd
respective,ɹiˈspɛktɪv
respectively,ɹɪˈspɛktɪvɫi
respiratory,ˈɹɛspɝəˌtɔɹi
respond,ɹiˈspɑnd
responded,ɹiˈspɑndəd
respondent,ɹɪˈspɑndənt
respondents,ɹɪˈspɑndənts
responding,ɹiˈspɑndɪŋ
response,ɹiˈspɑns
responses,ɹiˈspɑnsəz
responsibilities,ɹiˌspɑnsəˈbɪɫətiz
responsibility,ɹiˌspɑnsəˈbɪɫəti
responsible,ɹiˈspɑnsəbəɫ
rest,ˈɹɛst
restaurant,ˈɹɛsˌtɹɑnt
restaurants,ˈɹɛsˌtɹɑnts
restoration,ˌɹɛstɝˈeɪʃən
restore,ɹɪˈstɔɹ
restored,ɹɪˈstɔɹd
restrict,ɹiˈstɹɪkt
restricted,ɹiˈstɹɪktəd
restriction,ɹiˈstɹɪkʃən
restrictions,ɹiˈstɹɪkʃənz
restructuring,ɹiˈstɹəktʃɝɪŋ
result,ɹiˈzəɫt
resulted,ɹiˈzəɫtəd
resulting,ɹiˈzəɫtɪŋ
results,ɹiˈzəɫts
resume,ˈɹɛzəˌmeɪ
resumes,ˈɹɛzəˌmeɪz
retail,ˈɹiˌteɪɫ
retailer,ˈɹiˌteɪɫɝ
retailers,ˈɹiˌteɪɫɝz
retain,ɹiˈteɪn
retained,ɹiˈteɪnd
retention,ɹiˈtɛnʃən
retired,ɹiˈtaɪɝd
retirement,ɹiˈtaɪɝmənt
retreat,ɹiˈtɹit
retrieval,ɹiˈtɹivəɫ
retrieve,ɹiˈtɹiv
retrieved,ɹiˈtɹivd
retro,ˈɹɛtɹoʊ
return,ɹiˈtɝn
returned,ɹiˈtɝnd
returning,ɹiˈtɝnɪŋ
returns,ɹiˈtɝnz
reunion,ɹiˈunjən
reuters,ˈɹɔɪtɝz
reveal,ɹiˈviɫ
revealed,ɹiˈviɫd
reveals,ɹiˈviɫz
revelation,ˌɹɛvəˈɫeɪʃən
revenge,ɹiˈvɛndʒ
revenue,ˈɹɛvəˌnu
revenues,ˈɹɛvəˌnuz
reverse,ɹiˈvɝs
review,ˌɹivˈju
reviewed,ɹivˈjud
reviewer,ɹivˈjuɝ
reviewing,ɹivˈjuɪŋ
reviews,ɹəvˈjuz
revised,ɹiˈvaɪzd
revision,ɹiˈvɪʒən
revisions,ɹiˈvɪʒənz
revolution,ˌɹɛvəˈɫuʃən
revolutionary,ˌɹɛvəˈɫuʃəˌnɛɹi
reward,ɹiˈwɔɹd
rewards,ɹiˈwɔɹdz
reynolds,ˈɹɛnəɫdz
rhode,ˈɹoʊd
rhythm,ˈɹɪðəm
ribbon,ˈɹɪbən
rica,ˈɹikə
rice,ˈɹaɪs
rich,ˈɹɪtʃ
richard,ˈɹɪtʃɝd
richards,ˈɹɪtʃɝdz
richardson,ˈɹɪtʃɝdsən
richmond,ˈɹɪtʃmənd
rick,ˈɹɪk
ricky,ˈɹɪˌki
rico,ˈɹikoʊ
rid,ˈɹɪd
ride,ˈɹaɪd
rider,ˈɹaɪdɝ
riders,ˈɹaɪdɝz
rides,ˈɹaɪdz
ridge,ˈɹɪdʒ
riding,ˈɹaɪdɪŋ
right,ˈɹaɪt
rights,ˈɹaɪts
ring,ˈɹɪŋ
rings,ˈɹɪŋz
rio,ˈɹioʊ
rip,ˈɹɪp
ripe,ˈɹaɪp
rise,ˈɹaɪz
rising,ˈɹaɪzɪŋ
risk,ˈɹɪsk
risks,ˈɹɪsks
river,ˈɹɪvɝ
rivers,ˈɹɪvɝz
riverside,ˈɹɪvɝˌsaɪd
rna,ˌɑˌɹɛˈneɪ
road,ˈɹoʊd
roads,ˈɹoʊdz
rob,ˈɹɑb
robbie,ˈɹɑbi
robert,ˈɹɑbɝt
roberts,ˈɹɑbɝts
robertson,ˈɹɑbɝtsən
robin,ˈɹɑbən
robinson,ˈɹɑbənsən
robot,ˈɹoʊˌbɑt
robots,ˈɹoʊˌbɑts
robust,ɹoʊˈbəst
rochester,ˈɹɑˌtʃɛstɝ
rock,ˈɹɑk
rocket,ˈɹɑkət
rocks,ˈɹɑks
rocky,ˈɹɑki
rod,ˈɹɑd
roger,ˈɹɑdʒɝ
rogers,ˈɹɑdʒɝz
roland,ˈɹoʊɫənd
role,ˈɹoʊɫ
roles,ˈɹoʊɫz
roll,ˈɹoʊɫ
rolled,ˈɹoʊɫd
roller,ˈɹoʊɫɝ
rolling,ˈɹoʊɫɪŋ
rolls,ˈɹoʊɫz
rom,ˈɹɑm
roman,ˈɹoʊmən
romance,ˈɹoʊmæns
romania,ɹoʊˈmeɪniə
romantic,ɹoʊˈmæntɪk
rome,ˈɹoʊm
ron,ˈɹɑn
ronald,ˈɹɑnəɫd
roof,ˈɹuf
room,ˈɹum
roommate,ˈɹuˌmeɪt
roommates,ˈɹuˌmeɪts
rooms,ˈɹumz
root,ˈɹut
roots,ˈɹuts
rope,ˈɹoʊp
rosa,ˈɹoʊzə
rose,ˈɹoʊz
roses,ˈɹoʊzɪz
ross,ˈɹɑs
roster,ˈɹɑstɝ
rotary,ˈɹoʊtɝi
rotation,ɹoʊˈteɪʃən
rouge,ˈɹuʒ
rough,ˈɹəf
roughly,ˈɹəfɫi
roulette,ɹuˈɫɛt
round,ˈɹaʊnd
rounds,ˈɹaʊndz
route,ˈɹaʊt
router,ˈɹaʊtɝ
routers,ˈɹaʊtɝz
routes,ˈɹaʊts
routine,ɹuˈtin
routines,ɹuˈtinz
routing,ˈɹaʊtɪŋ
rover,ˈɹoʊvɝ
row,ˈɹoʊ
rows,ˈɹoʊz
royal,ˈɹɔɪəɫ
royalty,ˈɹɔɪəɫti
rpm,ˈɑɹˈpiˈɛm
rubber,ˈɹəbɝ
ruby,ˈɹubi
rug,ˈɹəɡ
rugby,ˈɹəɡbi
rugs,ˈɹəɡz
rule,ˈɹuɫ
ruled,ˈɹuɫd
rules,ˈɹuɫz
ruling,ˈɹuɫɪŋ
run,ˈɹən
runner,ˈɹənɝ
running,ˈɹənɪŋ
runs,ˈɹənz
rural,ˈɹʊɹəɫ
rush,ˈɹəʃ
russell,ˈɹəsəɫ
russia,ˈɹəʃə
russian,ˈɹəʃən
ruth,ˈɹuθ
rwanda,ˌɹuˈɑndə
ryan,ˈɹaɪən
sacramento,ˌsækɹəˈmɛntoʊ
sacred,ˈseɪkɹəd
sacrifice,ˈsækɹəˌfaɪs
sad,ˈsæd
saddam,ˈsɑdəm
safari,səˈfɑɹi
safe,ˈseɪf
safely,ˈseɪfɫi
safer,ˈseɪfɝ
safety,ˈseɪfti
sage,ˈseɪdʒ
said,ˈsɛd
sail,ˈseɪɫ
sailing,ˈseɪɫɪŋ
saint,ˈseɪnt
saints,ˈseɪnts
sake,ˈseɪk
salad,ˈsæɫəd
salaries,ˈsæɫɝiz
salary,ˈsæɫɝi
sale,ˈseɪɫ
salem,ˈseɪɫəm
sales,ˈseɪɫz
sally,ˈsæɫi
salmon,ˈsæmən
salon,səˈɫɑn
salt,ˈsɔɫt
salvador,ˈsæɫvəˌdɔɹ
salvation,sæɫˈveɪʃən
sam,ˈsæm
samba,ˈsɑmbə
same,ˈseɪm
samoa,səˈmoʊə
sample,ˈsæmpəɫ
samples,ˈsæmpəɫz
sampling,ˈsæmpɫɪŋ
samsung,ˈsæmˌsəŋ
samuel,ˈsæmjuɫ
sand,ˈsænd
sandra,ˈsændɹə
sandwich,ˈsæmwɪtʃ
sandy,ˈsændi
sans,ˈsænz
santa,ˈsænə
sanyo,ˈsɑnjoʊ
sapphire,ˈsæfaɪɝ
sara,ˈsɛɹə
sarah,ˈsɛɹə
saskatchewan,sæˈskætʃəˌwɔn
sat,ˈsæt
satellite,ˈsætəˌɫaɪt
satin,ˈsætən
satisfaction,ˌsætəsˈfækʃən
satisfactory,ˌsætəsˈfæktɹi
satisfied,ˈsætəsˌfaɪd
satisfy,ˈsætəsˌfaɪ
saturday,ˈsæˌtɪˌdeɪ
saturn,ˈsætɝn
sauce,ˈsɔs
saudi,ˈsaʊdi
savage,ˈsævədʒ
savannah,səˈvænə
save,ˈseɪv
saved,ˈseɪvd
saver,ˈseɪvɝ
saves,ˈseɪvz
saving,ˈseɪvɪŋ
savings,ˈseɪvɪŋz
saw,ˈsɔ
say,ˈseɪ
saying,ˈseɪɪŋ
says,ˈsɛz
scale,ˈskeɪɫ
scales,ˈskeɪɫz
scan,ˈskæn
scanned,ˈskænd
scanner,ˈskænɝ
scanners,ˈskænɝz
scanning,ˈskænɪŋ
scared,ˈskɛɹd
scary,ˈskɛɹi
scenario,sɪˈnɛɹioʊ
scenarios,sɪˈnɛɹioʊz
scene,ˈsin
scenes,ˈsinz
scenic,ˈsinɪk
schedule,ˈskɛdʒuɫ
scheduled,ˈskɛdʒuɫd
schedules,ˈskɛdʒuɫz
scheduling,ˈskɛdʒuɫɪŋ
schema,ˈskimə
scheme,ˈskim
schemes,ˈskimz
scholar,ˈskɑɫɝ
scholars,ˈskɑɫɝz
scholarship,ˈskɑɫɝˌʃɪp
scholarships,ˈskɑɫɝˌʃɪps
school,ˈskuɫ
schools,ˈskuɫz
sci,ˈɛsˈsiˈaɪ
science,ˈsaɪəns
sciences,ˈsaɪənsəz
scientific,ˌsaɪənˈtɪfɪk
scientist,ˈsaɪəntɪst
scientists,ˈsaɪəntɪs
scoop,ˈskup
scope,ˈskoʊp
score,ˈskɔɹ
scored,ˈskɔɹd
scores,ˈskɔɹz
scoring,ˈskɔɹɪŋ
scotia,ˈskoʊʃə
scotland,ˈskɑtɫənd
scott,ˈskɑt
scottish,ˈskɑtɪʃ
scout,ˈskaʊt
scratch,ˈskɹætʃ
screen,ˈskɹin
screening,ˈskɹinɪŋ
screens,ˈskɹinz
screenshot,ˈskɹinˌʃɑt
screenshots,ˈskɹinˌʃɑts
screw,ˈskɹu
script,ˈskɹɪpt
scripts,ˈskɹɪps
scroll,ˈskɹoʊɫ
scsi,ˈskʊˌzi
scuba,ˈskubə
sculpture,ˈskəɫptʃɝ
sea,ˈsi
seafood,ˈsiˌfud
seal,ˈsiɫ
sealed,ˈsiɫd
sean,ˈʃɔn
search,ˈsɝtʃ
searched,ˈsɝtʃt
searches,ˈsɝtʃɪz
searching,ˈsɝtʃɪŋ
seas,ˈsiz
season,ˈsizən
seasonal,ˈsizənəɫ
seasons,ˈsizənz
seat,ˈsit
seating,ˈsitɪŋ
seats,ˈsits
seattle,siˈætəɫ
sec,ˈsɛk
second,ˈsɛkənd
secondary,ˈsɛkənˌdɛɹi
seconds,ˈsɛkəndz
secret,ˈsikɹət
secretariat,ˌsɛkɹɪˈtɛɹiət
secretary,ˈsɛkɹəˌtɛɹi
secrets,ˈsikɹəts
section,ˈsɛkʃən
sections,ˈsɛkʃənz
sector,ˈsɛktɝ
sectors,ˈsɛktɝz
secure,sɪkˈjʊɹ
secured,sɪkˈjʊɹd
securely,sɪkˈjʊɹɫi
securities,sɪkˈjʊɹətiz
security,sɪkˈjʊɹəti
see,ˈsi
seed,ˈsid
seeds,ˈsidz
seeing,ˈsiɪŋ
seek,ˈsik
seeker,ˈsikɝ
seekers,ˈsikɝz
seeking,ˈsikɪŋ
seeks,ˈsiks
seem,ˈsim
seemed,ˈsimd
seems,ˈsimz
seen,ˈsin
sees,ˈsiz
sega,ˈseɪɡə
segment,ˈsɛɡmənt
segments,ˈsɛɡmənts
select,səˈɫɛkt
selected,səˈɫɛktɪd
selecting,səˈɫɛktɪŋ
selection,səˈɫɛkʃən
selections,səˈɫɛkʃənz
selective,səˈɫɛktɪv
self,ˈsɛɫf
sell,ˈsɛɫ
seller,ˈsɛɫɝ
sellers,ˈsɛɫɝz
selling,ˈsɛɫɪŋ
sells,ˈsɛɫz
semester,səˈmɛstɝ
semi,ˈsɛmaɪ
semiconductor,ˌsɛmaɪkənˈdəktɝ
seminar,ˈsɛməˌnɑɹ
seminars,ˈsɛməˌnɑɹz
senate,ˈsɛnət
senator,ˈsɛnətɝ
senators,ˈsɛnətɝz
send,ˈsɛnd
sender,ˈsɛndɝ
sending,ˈsɛndɪŋ
sends,ˈsɛndz
senegal,ˌsɛnəˈɡɔɫ
senior,ˈsinjɝ
seniors,ˈsinjɝz
sense,ˈsɛns
sensitive,ˈsɛnsətɪv
sensitivity,ˌsɛnsɪˈtɪvɪti
sensor,ˈsɛnsɝ
sensors,ˈsɛnsɝz
sent,ˈsɛnt
sentence,ˈsɛntəns
sentences,ˈsɛntənsəz
separate,ˈsɛpɝˌeɪt
separated,ˈsɛpɝˌeɪtɪd
separately,ˈsɛpɝətɫi
separation,ˌsɛpɝˈeɪʃən
sept,ˈsɛpt
september,sɛpˈtɛmbɝ
sequence,ˈsikwəns
sequences,ˈsikwənsəz
serbia,ˈsɝbiə
serial,ˈsɪˌɹiəɫ
series,ˈsɪɹiz
serious,ˈsɪɹiəs
seriously,ˈsɪɹiəsɫi
serum,ˈsɪɹəm
serve,ˈsɝv
served,ˈsɝvd
server,ˈsɝvɝ
servers,ˈsɝvɝz
serves,ˈsɝvz
service,ˈsɝvəs
services,ˈsɝvəsəz
serving,ˈsɝvɪŋ
session,ˈsɛʃən
sessions,ˈsɛʃənz
set,ˈsɛt
sets,ˈsɛts
setting,ˈsɛtɪŋ
settings,ˈsɛtɪŋz
settle,ˈsɛtəɫ
settled,ˈsɛtəɫd
settlement,ˈsɛtəɫmənt
setup,ˈsɛˌtəp
seven,ˈsɛvən
seventh,ˈsɛvənθ
several,ˈsɛvɝəɫ
severe,səˈvɪɹ
sewing,ˈsoʊɪŋ
sex,ˈsɛks
sexual,ˈsɛkʃuəɫ
sexuality,ˌsɛkʃuˈæɫəti
sexually,ˈsɛkʃuəɫi
sexy,ˈsɛksi
shade,ˈʃeɪd
shades,ˈʃeɪdz
shadow,ˈʃæˌdoʊ
shadows,ˈʃæˌdoʊz
shaft,ˈʃæft
shake,ˈʃeɪk
shakespeare,ˈʃeɪkˌspiɹ
shakira,ˌʃæˈkiɹə
shall,ˈʃæɫ
shame,ˈʃeɪm
shanghai,ˈʃæŋˈhaɪ
shannon,ˈʃænən
shape,ˈʃeɪp
shaped,ˈʃeɪpt
shapes,ˈʃeɪps
share,ˈʃɛɹ
shared,ˈʃɛɹd
shareholders,ˈʃɛɹˌhoʊɫdɝz
shares,ˈʃɛɹz
shareware,ˈʃɛɹˌwɛɹ
sharing,ˈʃɛɹɪŋ
shark,ˈʃɑɹk
sharon,ˈʃæɹən
sharp,ˈʃɑɹp
shaved,ˈʃeɪvd
shaw,ˈʃɔ
she,ˈʃi
shed,ˈʃɛd
sheep,ˈʃip
sheer,ˈʃɪɹ
sheet,ˈʃit
sheets,ˈʃits
sheffield,ˈʃɛfiɫd
shelf,ˈʃɛɫf
shell,ˈʃɛɫ
shelter,ˈʃɛɫtɝ
shepherd,ˈʃɛpɝd
sheriff,ˈʃɛɹəf
sherman,ˈʃɝmən
shield,ˈʃiɫd
shift,ˈʃɪft
shine,ˈʃaɪn
ship,ˈʃɪp
shipment,ˈʃɪpmənt
shipments,ˈʃɪpmənts
shipped,ˈʃɪpt
shipping,ˈʃɪpɪŋ
ships,ˈʃɪps
shirt,ˈʃɝt
shirts,ˈʃɝts
shit,ˈʃɪt
shock,ˈʃɑk
shoe,ˈʃu
shoes,ˈʃuz
shoot,ˈʃut
shooting,ˈʃutɪŋ
shop,ˈʃɑp
shopper,ˈʃɑpɝ
shoppers,ˈʃɑpɝz
shopping,ˈʃɑpɪŋ
shops,ˈʃɑps
shore,ˈʃɔɹ
short,ˈʃɔɹt
shortcuts,ˈʃɔɹtˌkəts
shorter,ˈʃɔɹtɝ
shortly,ˈʃɔɹtɫi
shorts,ˈʃɔɹts
shot,ˈʃɑt
shots,ˈʃɑts
should,ˈʃʊd
shoulder,ˈʃoʊɫdɝ
show,ˈʃoʊ
showcase,ˈʃoʊˌkeɪs
showed,ˈʃoʊd
shower,ˈʃaʊɝ
showers,ˈʃaʊɝz
showing,ˈʃoʊɪŋ
shown,ˈʃoʊn
shows,ˈʃoʊz
shut,ˈʃət
shuttle,ˈʃətəɫ
sick,ˈsɪk
side,ˈsaɪd
sides,ˈsaɪdz
siemens,ˈsimənz
sierra,siˈɛɹə
sight,ˈsaɪt
sigma,ˈsɪɡmə
sign,ˈsaɪn
signal,ˈsɪɡnəɫ
signals,ˈsɪɡnəɫz
signature,ˈsɪɡnətʃɝ
signatures,ˈsɪɡnətʃɝz
signed,ˈsaɪnd
significance,səɡˈnɪfɪkəns
significant,səɡˈnɪfɪkənt
significantly,sɪɡˈnɪfɪkəntɫi
signing,ˈsaɪnɪŋ
signs,ˈsaɪnz
silence,ˈsaɪɫəns
silent,ˈsaɪɫənt
silicon,ˈsɪɫəkən
silk,ˈsɪɫk
silly,ˈsɪɫi
silver,ˈsɪɫvɝ
sim,ˈsɪm
similar,ˈsɪməɫɝ
similarly,ˈsɪməɫɝɫi
simon,ˈsaɪmən
simple,ˈsɪmpəɫ
simplified,ˈsɪmpɫəˌfaɪd
simply,ˈsɪmpɫi
simpson,ˈsɪmpsən
simpsons,ˈsɪmpsənz
sims,ˈsɪmz
simulation,ˌsɪmjəˈɫeɪʃən
simulations,ˌsɪmjəˈɫeɪʃənz
simultaneously,ˌsaɪməɫˈteɪniəsɫi
sin,ˈsɪn
since,ˈsɪns
sing,ˈsɪŋ
singapore,ˈsɪŋəˌpɔɹ
singer,ˈsɪŋɝ
singh,ˈsɪŋ
singing,ˈsɪŋɪŋ
single,ˈsɪŋɡəɫ
singles,ˈsɪŋɡəɫz
sink,ˈsɪŋk
sip,ˈsɪp
sir,ˈsɝ
sister,ˈsɪstɝ
sisters,ˈsɪstɝz
sit,ˈsɪt
site,ˈsaɪt
sites,ˈsaɪts
sitting,ˈsɪtɪŋ
situated,ˈsɪtʃuˌeɪtɪd
situation,ˌsɪtʃuˈeɪʃən
situations,ˌsɪtʃuˈeɪʃənz
six,ˈsɪks
sixth,ˈsɪksθ
size,ˈsaɪz
sized,ˈsaɪzd
sizes,ˈsaɪzəz
skating,ˈskeɪtɪŋ
ski,ˈski
skiing,ˈskiɪŋ
skill,ˈskɪɫ
skilled,ˈskɪɫd
skills,ˈskɪɫz
skin,ˈskɪn
skins,ˈskɪnz
skip,ˈskɪp
skirt,ˈskɝt
skirts,ˈskɝts
sky,ˈskaɪ
skype,ˈskaɪp
slave,ˈsɫeɪv
sleep,ˈsɫip
sleeping,ˈsɫipɪŋ
sleeps,ˈsɫips
sleeve,ˈsɫiv
slide,ˈsɫaɪd
slides,ˈsɫaɪdz
slight,ˈsɫaɪt
slightly,ˈsɫaɪtɫi
slim,ˈsɫɪm
slip,ˈsɫɪp
slope,ˈsɫoʊp
slot,ˈsɫɑt
slots,ˈsɫɑts
slovak,ˈsɫoʊvæk
slovakia,ˌsɫoʊˈvɑˌkiə
slovenia,ˌsɫoʊˈviniə
slow,ˈsɫoʊ
slowly,ˈsɫoʊɫi
slut,ˈsɫət
sluts,ˈsɫəts
small,ˈsmɔɫ
smaller,ˈsmɔɫɝ
smallest,ˈsmɔɫəst
smart,ˈsmɑɹt
smell,ˈsmɛɫ
smile,ˈsmaɪɫ
smith,ˈsmɪθ
smithsonian,smɪˈsoʊniən
smoke,ˈsmoʊk
smoking,ˈsmoʊkɪŋ
smooth,ˈsmuð
sms,ˌɛˌsɛˈmɛs
snake,ˈsneɪk
snap,ˈsnæp
snapshot,ˈsnæpˌʃɑt
snow,ˈsnoʊ
snowboard,ˈsnoʊˌbɔɹd
so,ˈsoʊ
soap,ˈsoʊp
soccer,ˈsɑkɝ
social,ˈsoʊʃəɫ
societies,səˈsaɪətiz
society,səˈsaɪəti
sociology,ˌsoʊsiˈɑɫədʒi
socket,ˈsɑkət
socks,ˈsɑks
sodium,ˈsoʊdiəm
sofa,ˈsoʊfə
soft,ˈsɑft
softball,ˈsɔfˌbɔɫ
software,ˈsɔfˌwɛɹ
soil,ˈsɔɪɫ
solar,ˈsoʊɫɝ
solaris,soʊˈɫɛɹɪs
sold,ˈsoʊɫd
soldier,ˈsoʊɫdʒɝ
soldiers,ˈsoʊɫdʒɝz
sole,ˈsoʊɫ
solely,ˈsoʊəɫi
solid,ˈsɑɫəd
solo,ˈsoʊˌɫoʊ
solomon,ˈsɑɫəmən
solution,səˈɫuʃən
solutions,səˈɫuʃənz
solve,ˈsɑɫv
solved,ˈsɑɫvd
solving,ˈsɑɫvɪŋ
soma,ˈsoʊmɑ
somalia,səˈmɑɫiə
some,ˈsəm
somebody,ˈsəmˌbɑdi
somehow,ˈsəmˌhaʊ
someone,ˈsəmˌwən
somerset,ˈsəmɝˌsɛt
something,ˈsəmθɪŋ
sometimes,ˈsəmˌtaɪmz
somewhat,ˈsəmˈwət
somewhere,ˈsəmˌwɛɹ
son,ˈsən
song,ˈsɔŋ
songs,ˈsɔŋz
sonic,ˈsɑnɪk
sons,ˈsənz
sony,ˈsoʊni
soon,ˈsun
soonest,ˈsunəst
sophisticated,səˈfɪstəˌkeɪtɪd
sorry,ˈsɑɹi
sort,ˈsɔɹt
sorted,ˈsɔɹtɪd
sorts,ˈsɔɹts
sought,ˈsɔt
soul,ˈsoʊɫ
souls,ˈsoʊɫz
sound,ˈsaʊnd
sounds,ˈsaʊndz
soundtrack,ˈsaʊnˌtɹæk
soup,ˈsup
source,ˈsɔɹs
sources,ˈsɔɹsəz
south,ˈsaʊθ
southampton,ˌsaʊθˈhæmptən
southeast,ˌsaʊˈθist
southern,ˈsəðɝn
southwest,ˌsaʊθˈwɛst
soviet,ˈsoʊviˌɛt
spa,ˈspɑ
space,ˈspeɪs
spaces,ˈspeɪsəz
spain,ˈspeɪn
spam,ˈspæm
span,ˈspæn
spanish,ˈspænɪʃ
spank,ˈspæŋk
spanking,ˈspæŋkɪŋ
sparc,ˈspɑɹk
spare,ˈspɛɹ
spas,ˈspɑz
spatial,ˈspeɪʃəɫ
speak,ˈspik
speaker,ˈspikɝ
speakers,ˈspikɝz
speaking,ˈspikɪŋ
speaks,ˈspiks
spears,ˈspɪɹz
spec,ˈspɛk
special,ˈspɛʃəɫ
specialist,ˈspɛʃəɫəst
specialists,ˈspɛʃəɫəsts
specialized,ˈspɛʃəˌɫaɪzd
specializing,ˈspɛʃəˌɫaɪzɪŋ
specially,ˈspɛʃəɫi
specials,ˈspɛʃəɫz
specialties,ˈspɛʃəɫtiz
specialty,ˈspeɪʃəɫti
species,ˈspiʃiz
specific,spəˈsɪfɪk
specifically,spəˈsɪfɪkɫi
specification,ˌspɛsɪfɪˈkeɪʃən
specifications,ˌspɛsəfəˈkeɪʃənz
specifics,spɪˈsɪfɪks
specified,ˈspɛsəˌfaɪd
specifies,ˈspɛsəˌfaɪz
specify,ˈspɛsəˌfaɪ
specs,ˈspɛks
spectacular,spɛkˈtækjəɫɝ
spectrum,ˈspɛktɹəm
speech,ˈspitʃ
speeches,ˈspitʃəz
speed,ˈspid
speeds,ˈspidz
spell,ˈspɛɫ
spelling,ˈspɛɫɪŋ
spencer,ˈspɛnsɝ
spend,ˈspɛnd
spending,ˈspɛndɪŋ
spent,ˈspɛnt
sperm,ˈspɝm
sphere,ˈsfɪɹ
spice,ˈspaɪs
spider,ˈspaɪdɝ
spies,ˈspaɪz
spin,ˈspɪn
spine,ˈspaɪn
spirit,ˈspɪɹət
spirits,ˈspɪɹɪts
spiritual,ˈspɪɹɪˌtʃuəɫ
spirituality,ˌspɪɹɪˌtʃuˈæɫəˌti
split,ˈspɫɪt
spoke,ˈspoʊk
spoken,ˈspoʊkən
spokesman,ˈspoʊksmən
sponsor,ˈspɑnsɝ
sponsored,ˈspɑnsɝd
sponsors,ˈspɑnsɝz
sponsorship,ˈspɑnsɝˌʃɪp
sport,ˈspɔɹt
sporting,ˈspɔɹtɪŋ
sports,ˈspɔɹts
spot,ˈspɑt
spotlight,ˈspɑtˌɫaɪt
spots,ˈspɑts
spouse,ˈspaʊs
spray,ˈspɹeɪ
spread,ˈspɹɛd
spreading,ˈspɹɛdɪŋ
spring,ˈspɹɪŋ
springer,ˈspɹɪŋɝ
springfield,ˈspɹɪŋˌfiɫd
springs,ˈspɹɪŋz
sprint,ˈspɹɪnt
spy,ˈspaɪ
spyware,ˈspaɪˌwɛɹ
sql,ˈsikwʊɫ
squad,ˈskwɑd
square,ˈskwɛɹ
squirt,ˈskwɝt
squirting,ˈskwɝtɪŋ
st,ˈseɪnt
stability,stəˈbɪɫɪti
stable,ˈsteɪbəɫ
stack,ˈstæk
stadium,ˈsteɪdiəm
staff,ˈstæf
staffing,ˈstæfɪŋ
stage,ˈsteɪdʒ
stages,ˈsteɪdʒəz
stainless,ˈsteɪnɫəs
stake,ˈsteɪk
stakeholders,ˈsteɪkˌhoʊɫdɝz
stamp,ˈstæmp
stamps,ˈstæmps
stan,ˈstæn
stand,ˈstænd
standard,ˈstændɝd
standards,ˈstændɝdz
standing,ˈstændɪŋ
standings,ˈstændɪŋz
stands,ˈstændz
stanford,ˈstænfɝd
stanley,ˈstænɫi
star,ˈstɑɹ
starring,ˈstɑɹɪŋ
stars,ˈstɑɹz
start,ˈstɑɹt
started,ˈstɑɹtɪd
starter,ˈstɑɹtɝ
starting,ˈstɑɹtɪŋ
starts,ˈstɑɹts
startup,ˈstɑɹˌtəp
stat,ˈstæt
state,ˈsteɪt
stated,ˈsteɪtɪd
statement,ˈsteɪtmənt
statements,ˈsteɪtmənts
states,ˈsteɪts
statewide,ˈsteɪtˌwaɪd
static,ˈstætɪk
stating,ˈsteɪtɪŋ
station,ˈsteɪʃən
stationery,ˈsteɪʃəˌnɛɹi
stations,ˈsteɪʃənz
statistical,stəˈtɪstɪkəɫ
statistics,stəˈtɪstɪks
stats,ˈstæts
status,ˈstætəs
statute,ˈstætʃut
statutes,ˈstætʃuts
statutory,ˈstætʃəˌtɔɹi
stay,ˈsteɪ
stayed,ˈsteɪd
staying,ˈsteɪɪŋ
stays,ˈsteɪz
steady,ˈstɛdi
steal,ˈstiɫ
steam,ˈstim
steel,ˈstiɫ
steering,ˈstɪɹɪŋ
stem,ˈstɛm
step,ˈstɛp
stephanie,ˈstɛfəni
stephen,ˈstivən
steps,ˈstɛps
stereo,ˈstɛɹiˌoʊ
sterling,ˈstɝɫɪŋ
steve,ˈstiv
steven,ˈstivən
stevens,ˈstivənz
stewart,ˈstuɝt
